3.310000 1.262239     -1.129223	1.762239	-0.629223
3.320000 1.250946     -1.136492	1.750946	-0.636492
3.330000 1.239582     -1.143712	1.739582	-0.643712
3.340000 1.228144     -1.150881	1.728144	-0.650881
3.350000 1.216636     -1.157998	1.716636	-0.657998
3.360000 1.205056     -1.165061	1.705056	-0.665061
3.370000 1.193405     -1.172070	1.693405	-0.672070
3.380000 1.181684     -1.179022	1.681684	-0.679022
3.390000 1.169894     -1.185916	1.669894	-0.685916
3.400000 1.158035     -1.192751	1.658035	-0.692751
3.410000 1.146107     -1.199526	1.646107	-0.699526
3.420000 1.134112     -1.206239	1.634112	-0.706239
3.430000 1.122050     -1.212888	1.622050	-0.712888
3.440000 1.109921     -1.219472	1.609921	-0.719472
3.450000 1.097726     -1.225990	1.597726	-0.725990
3.460000 1.085466     -1.232439	1.585466	-0.732439
3.470000 1.073142     -1.238820	1.573142	-0.738820
3.480000 1.060754     -1.245129	1.560754	-0.745129
3.490000 1.048302     -1.251366	1.548302	-0.751366
3.500000 1.035789     -1.257529	1.535789	-0.757529
3.510000 1.023213     -1.263617	1.523213	-0.763617
3.520000 1.010577     -1.269627	1.510577	-0.769627
3.530000 0.997881     -1.275560	1.497881	-0.775560
3.540000 0.985125     -1.281412	1.485125	-0.781412
3.550000 0.972311     -1.287182	1.472311	-0.787182
3.560000 0.959440     -1.292870	1.459440	-0.792870
3.570000 0.946511     -1.298473	1.446511	-0.798473
3.580000 0.933526     -1.303990	1.433526	-0.803990
3.590000 0.920486     -1.309419	1.420486	-0.809419
3.600000 0.907392     -1.314759	1.407392	-0.814759
3.610000 0.894244     -1.320008	1.394244	-0.820008
3.620000 0.881044     -1.325166	1.381044	-0.825166
3.630000 0.867793     -1.330230	1.367793	-0.830230
3.640000 0.854490     -1.335198	1.354490	-0.835198
3.650000 0.841138     -1.340070	1.341138	-0.840070
3.660000 0.827738     -1.344844	1.327738	-0.844844
3.670000 0.814289     -1.349518	1.314289	-0.849518
3.680000 0.800794     -1.354092	1.300794	-0.854092
3.690000 0.787253     -1.358563	1.287253	-0.858563
3.700000 0.773668     -1.362930	1.273668	-0.862930
3.710000 0.760038     -1.367191	1.260038	-0.867191
3.720000 0.746366     -1.371346	1.246366	-0.871346
3.730000 0.732653     -1.375394	1.232653	-0.875394
3.740000 0.718899     -1.379331	1.218899	-0.879331
3.750000 0.705106     -1.383158	1.205106	-0.883158
3.760000 0.691274     -1.386873	1.191274	-0.886873
3.770000 0.677405     -1.390474	1.177405	-0.890474
3.780000 0.663501     -1.393961	1.163501	-0.893961
3.790000 0.649561     -1.397332	1.149561	-0.897332
3.800000 0.635588     -1.400586	1.135588	-0.900586
3.810000 0.621582     -1.403721	1.121582	-0.903721
3.820000 0.607545     -1.406737	1.107545	-0.906737
3.830000 0.593477     -1.409632	1.093477	-0.909632
3.840000 0.579381     -1.412405	1.079381	-0.912405
3.850000 0.565257     -1.415055	1.065257	-0.915055
3.860000 0.551106     -1.417582	1.051106	-0.917582
3.870000 0.536930     -1.419983	1.036930	-0.919983
3.880000 0.522731     -1.422258	1.022731	-0.922258
3.890000 0.508508     -1.424406	1.008508	-0.924406
3.900000 0.494264     -1.426426	0.994264	-0.926426
3.910000 0.480000     -1.428317	0.980000	-0.928317
3.920000 0.465717     -1.430078	0.965717	-0.930078
3.930000 0.451416     -1.431708	0.951416	-0.931708
3.940000 0.437099     -1.433207	0.937099	-0.933207
3.950000 0.422767     -1.434574	0.922767	-0.934574
3.960000 0.408421     -1.435808	0.908421	-0.935808
3.970000 0.394063     -1.436908	0.894063	-0.936908
3.980000 0.379694     -1.437873	0.879694	-0.937873
3.990000 0.365315     -1.438704	0.865315	-0.938704
4.000000 0.350928     -1.439399	0.850928	-0.939399
4.010000 0.336534     -1.439958	0.836534	-0.939958
4.020000 0.322134     -1.440380	0.822134	-0.940380
4.030000 0.307731     -1.440665	0.807731	-0.940665
4.040000 0.293324     -1.440813	0.793324	-0.940813
4.050000 0.278916     -1.440823	0.778916	-0.940823
4.060000 0.264508     -1.440694	0.764508	-0.940694
4.070000 0.250101     -1.440427	0.750101	-0.940427
4.080000 0.235696     -1.440021	0.735696	-0.940021
4.090000 0.221296     -1.439476	0.721296	-0.939476
4.100000 0.206901     -1.438792	0.706901	-0.938792
4.110000 0.192513     -1.437969	0.692513	-0.937969
4.120000 0.178134     -1.437006	0.678134	-0.937006
4.130000 0.163764     -1.435904	0.663764	-0.935904
4.140000 0.149405     -1.434663	0.649405	-0.934663
4.150000 0.135058     -1.433282	0.635058	-0.933282
4.160000 0.120725     -1.431762	0.620725	-0.931762
4.170000 0.106408     -1.430103	0.606408	-0.930103
4.180000 0.092107     -1.428305	0.592107	-0.928305
4.190000 0.077824     -1.426368	0.577824	-0.926368
4.200000 0.063560     -1.424292	0.563560	-0.924292
4.210000 0.049317     -1.422079	0.549317	-0.922079
4.220000 0.035096     -1.419728	0.535096	-0.919728
4.230000 0.020899     -1.417239	0.520899	-0.917239
4.240000 0.006726     -1.414614	0.506726	-0.914614
4.250000 -0.007420     -1.411852	0.492580	-0.911852
4.260000 -0.021538     -1.408954	0.478462	-0.908954
4.270000 -0.035628     -1.405921	0.464372	-0.905921
4.280000 -0.049687     -1.402753	0.450313	-0.902753
4.290000 -0.063714     -1.399450	0.436286	-0.899450
4.300000 -0.077709     -1.396015	0.422291	-0.896015
4.310000 -0.091669     -1.392446	0.408331	-0.892446
4.320000 -0.105594     -1.388746	0.394406	-0.888746
4.330000 -0.119481     -1.384915	0.380519	-0.884915
4.340000 -0.133330     -1.380953	0.366670	-0.880953
4.350000 -0.147140     -1.376862	0.352860	-0.876862
4.360000 -0.160908     -1.372642	0.339092	-0.872642
4.370000 -0.174635     -1.368294	0.325365	-0.868294
4.380000 -0.188318     -1.363820	0.311682	-0.863820
4.390000 -0.201956     -1.359221	0.298044	-0.859221
4.400000 -0.215548     -1.354496	0.284452	-0.854496
4.410000 -0.229093     -1.349648	0.270907	-0.849648
4.420000 -0.242590     -1.344678	0.257410	-0.844678
4.430000 -0.256036     -1.339587	0.243964	-0.839587
4.440000 -0.269432     -1.334375	0.230568	-0.834375
4.450000 -0.282776     -1.329044	0.217224	-0.829044
4.460000 -0.296066     -1.323596	0.203934	-0.823596
4.470000 -0.309302     -1.318031	0.190698	-0.818031
4.480000 -0.322483     -1.312351	0.177517	-0.812351
4.490000 -0.335606     -1.306557	0.164394	-0.806557
4.500000 -0.348672     -1.300651	0.151328	-0.800651
4.510000 -0.361678     -1.294633	0.138322	-0.794633
4.520000 -0.374625     -1.288505	0.125375	-0.788505
4.530000 -0.387510     -1.282269	0.112490	-0.782269
4.540000 -0.400332     -1.275926	0.099668	-0.775926
4.550000 -0.413092     -1.269477	0.086908	-0.769477
4.560000 -0.425786     -1.262923	0.074214	-0.762923
4.570000 -0.438416     -1.256267	0.061584	-0.756267
4.580000 -0.450978     -1.249509	0.049022	-0.749509
4.590000 -0.463473     -1.242652	0.036527	-0.742652
4.600000 -0.475900     -1.235696	0.024100	-0.735696
4.610000 -0.488257     -1.228643	0.011743	-0.728643
4.620000 -0.500543     -1.221495	-0.000543	-0.721495
4.630000 -0.512758     -1.214253	-0.012758	-0.714253
4.640000 -0.524901     -1.206919	-0.024901	-0.706919
4.650000 -0.536970     -1.199494	-0.036970	-0.699494
4.660000 -0.548965     -1.191979	-0.048965	-0.691979
4.670000 -0.560885     -1.184377	-0.060885	-0.684377
4.680000 -0.572728     -1.176689	-0.072728	-0.676689
4.690000 -0.584495     -1.168917	-0.084495	-0.668917
4.700000 -0.596185     -1.161061	-0.096185	-0.661061
4.710000 -0.607795     -1.153124	-0.107795	-0.653124
4.720000 -0.619326     -1.145107	-0.119326	-0.645107
4.730000 -0.630777     -1.137012	-0.130777	-0.637012
4.740000 -0.642148     -1.128840	-0.142148	-0.628840
4.750000 -0.653436     -1.120593	-0.153436	-0.620593
4.760000 -0.664642     -1.112273	-0.164642	-0.612273
4.770000 -0.675765     -1.103881	-0.175765	-0.603881
4.780000 -0.686803     -1.095418	-0.186803	-0.595418
4.790000 -0.697758     -1.086887	-0.197758	-0.586887
4.800000 -0.708626     -1.078288	-0.208626	-0.578288
4.810000 -0.719409     -1.069623	-0.219409	-0.569623
4.820000 -0.730106     -1.060895	-0.230106	-0.560895
4.830000 -0.740715     -1.052103	-0.240715	-0.552103
4.840000 -0.751236     -1.043251	-0.251236	-0.543251
4.850000 -0.761668     -1.034339	-0.261668	-0.534339
4.860000 -0.772011     -1.025369	-0.272011	-0.525369
4.870000 -0.782265     -1.016343	-0.282265	-0.516343
4.880000 -0.792429     -1.007261	-0.292429	-0.507261
4.890000 -0.802501     -0.998126	-0.302501	-0.498126
4.900000 -0.812482     -0.988939	-0.312482	-0.488939
4.910000 -0.822372     -0.979701	-0.322372	-0.479701
4.920000 -0.832169     -0.970414	-0.332169	-0.470414
4.930000 -0.841873     -0.961079	-0.341873	-0.461079
4.940000 -0.851484     -0.951698	-0.351484	-0.451698
4.950000 -0.861001     -0.942272	-0.361001	-0.442272
4.960000 -0.870423     -0.932803	-0.370423	-0.432803
4.970000 -0.879751     -0.923291	-0.379751	-0.423291
4.980000 -0.888984     -0.913738	-0.388984	-0.413738
4.990000 -0.898122     -0.904147	-0.398122	-0.404147
5.000000 -0.907163     -0.894517	-0.407163	-0.394517
5.010000 -0.916108     -0.884850	-0.416108	-0.384850
5.020000 -0.924957     -0.875148	-0.424957	-0.375148
5.030000 -0.933708     -0.865412	-0.433708	-0.365412
5.040000 -0.942363     -0.855643	-0.442363	-0.355643
5.050000 -0.950919     -0.845842	-0.450919	-0.345842
5.060000 -0.959377     -0.836011	-0.459377	-0.336011
5.070000 -0.967737     -0.826150	-0.467737	-0.326150
5.080000 -0.975999     -0.816262	-0.475999	-0.316262
5.090000 -0.984162     -0.806347	-0.484162	-0.306347
5.100000 -0.992225     -0.796406	-0.492225	-0.296406
5.110000 -1.000189     -0.786441	-0.500189	-0.286441
5.120000 -1.008054     -0.776452	-0.508054	-0.276452
5.130000 -1.015818     -0.766441	-0.515818	-0.266441
5.140000 -1.023482     -0.756409	-0.523482	-0.256409
5.150000 -1.031047     -0.746357	-0.531047	-0.246357
5.160000 -1.038510     -0.736286	-0.538510	-0.236286
5.170000 -1.045873     -0.726197	-0.545873	-0.226197
5.180000 -1.053135     -0.716091	-0.553135	-0.216091
5.190000 -1.060296     -0.705969	-0.560296	-0.205969
5.200000 -1.067356     -0.695832	-0.567356	-0.195832
5.210000 -1.074314     -0.685681	-0.574314	-0.185681
5.220000 -1.081171     -0.675517	-0.581171	-0.175517
5.230000 -1.087926     -0.665341	-0.587926	-0.165341
5.240000 -1.094579     -0.655154	-0.594579	-0.155154
5.250000 -1.101131     -0.644956	-0.601131	-0.144956
5.260000 -1.107580     -0.634749	-0.607580	-0.134749
5.270000 -1.113928     -0.624533	-0.613928	-0.124533
