2.990000 1.582892	-0.877676
3.000000 1.574116	-0.885920
3.010000 1.565256	-0.894148
3.020000 1.556315	-0.902360
3.030000 1.547291	-0.910554
3.040000 1.538186	-0.918730
3.050000 1.528999	-0.926887
3.060000 1.519730	-0.935025
3.070000 1.510379	-0.943142
3.080000 1.500948	-0.951237
3.090000 1.491436	-0.959310
3.100000 1.481843	-0.967360
3.110000 1.472169	-0.975386
3.120000 1.462415	-0.983387
3.130000 1.452581	-0.991361
3.140000 1.442668	-0.999309
3.150000 1.432674	-1.007228
3.160000 1.422602	-1.015119
3.170000 1.412451	-1.022979
3.180000 1.402221	-1.030808
3.190000 1.391913	-1.038604
3.200000 1.381527	-1.046367
3.210000 1.371063	-1.054096
3.220000 1.360522	-1.061789
3.230000 1.349905	-1.069445
3.240000 1.339210	-1.077063
3.250000 1.328440	-1.084642
3.260000 1.317593	-1.092181
3.270000 1.306671	-1.099678
3.280000 1.295674	-1.107131
3.290000 1.284603	-1.114541
3.300000 1.273458	-1.121905
3.310000 1.262239	-1.129223
3.320000 1.250946	-1.136492
3.330000 1.239582	-1.143712
3.340000 1.228144	-1.150881
3.350000 1.216636	-1.157998
3.360000 1.205056	-1.165061
3.370000 1.193405	-1.172070
3.380000 1.181684	-1.179022
3.390000 1.169894	-1.185916
3.400000 1.158035	-1.192751
3.410000 1.146107	-1.199526
3.420000 1.134112	-1.206239
3.430000 1.122050	-1.212888
3.440000 1.109921	-1.219472
3.450000 1.097726	-1.225990
3.460000 1.085466	-1.232439
3.470000 1.073142	-1.238820
3.480000 1.060754	-1.245129
3.490000 1.048302	-1.251366
3.500000 1.035789	-1.257529
3.510000 1.023213	-1.263617
3.520000 1.010577	-1.269627
3.530000 0.997881	-1.275560
3.540000 0.985125	-1.281412
3.550000 0.972311	-1.287182
3.560000 0.959440	-1.292870
3.570000 0.946511	-1.298473
3.580000 0.933526	-1.303990
3.590000 0.920486	-1.309419
3.600000 0.907392	-1.314759
3.610000 0.894244	-1.320008
3.620000 0.881044	-1.325166
3.630000 0.867793	-1.330230
3.640000 0.854490	-1.335198
3.650000 0.841138	-1.340070
3.660000 0.827738	-1.344844
3.670000 0.814289	-1.349518
3.680000 0.800794	-1.354092
3.690000 0.787253	-1.358563
3.700000 0.773668	-1.362930
3.710000 0.760038	-1.367191
3.720000 0.746366	-1.371346
3.730000 0.732653	-1.375394
3.740000 0.718899	-1.379331
3.750000 0.705106	-1.383158
3.760000 0.691274	-1.386873
3.770000 0.677405	-1.390474
3.780000 0.663501	-1.393961
3.790000 0.649561	-1.397332
3.800000 0.635588	-1.400586
3.810000 0.621582	-1.403721
3.820000 0.607545	-1.406737
3.830000 0.593477	-1.409632
3.840000 0.579381	-1.412405
3.850000 0.565257	-1.415055
3.860000 0.551106	-1.417582
3.870000 0.536930	-1.419983
3.880000 0.522731	-1.422258
3.890000 0.508508	-1.424406
3.900000 0.494264	-1.426426
3.910000 0.480000	-1.428317
3.920000 0.465717	-1.430078
3.930000 0.451416	-1.431708
3.940000 0.437099	-1.433207
3.950000 0.422767	-1.434574
3.960000 0.408421	-1.435808
3.970000 0.394063	-1.436908
3.980000 0.379694	-1.437873
3.990000 0.365315	-1.438704
4.000000 0.350928	-1.439399
4.010000 0.336534	-1.439958
4.020000 0.322134	-1.440380
4.030000 0.307731	-1.440665
4.040000 0.293324	-1.440813
4.050000 0.278916	-1.440823
4.060000 0.264508	-1.440694
4.070000 0.250101	-1.440427
4.080000 0.235696	-1.440021
4.090000 0.221296	-1.439476
4.100000 0.206901	-1.438792
4.110000 0.192513	-1.437969
4.120000 0.178134	-1.437006
4.130000 0.163764	-1.435904
4.140000 0.149405	-1.434663
4.150000 0.135058	-1.433282
4.160000 0.120725	-1.431762
4.170000 0.106408	-1.430103
4.180000 0.092107	-1.428305
4.190000 0.077824	-1.426368
4.200000 0.063560	-1.424292
4.210000 0.049317	-1.422079
4.220000 0.035096	-1.419728
4.230000 0.020899	-1.417239
4.240000 0.006726	-1.414614
4.250000 -0.007420	-1.411852
4.260000 -0.021538	-1.408954
4.270000 -0.035628	-1.405921
4.280000 -0.049687	-1.402753
4.290000 -0.063714	-1.399450
4.300000 -0.077709	-1.396015
4.310000 -0.091669	-1.392446
4.320000 -0.105594	-1.388746
4.330000 -0.119481	-1.384915
4.340000 -0.133330	-1.380953
4.350000 -0.147140	-1.376862
4.360000 -0.160908	-1.372642
4.370000 -0.174635	-1.368294
4.380000 -0.188318	-1.363820
4.390000 -0.201956	-1.359221
4.400000 -0.215548	-1.354496
4.410000 -0.229093	-1.349648
4.420000 -0.242590	-1.344678
4.430000 -0.256036	-1.339587
4.440000 -0.269432	-1.334375
4.450000 -0.282776	-1.329044
4.460000 -0.296066	-1.323596
4.470000 -0.309302	-1.318031
4.480000 -0.322483	-1.312351
4.490000 -0.335606	-1.306557
4.500000 -0.348672	-1.300651
4.510000 -0.361678	-1.294633
4.520000 -0.374625	-1.288505
4.530000 -0.387510	-1.282269
4.540000 -0.400332	-1.275926
4.550000 -0.413092	-1.269477
4.560000 -0.425786	-1.262923
4.570000 -0.438416	-1.256267
4.580000 -0.450978	-1.249509
4.590000 -0.463473	-1.242652
4.600000 -0.475900	-1.235696
4.610000 -0.488257	-1.228643
4.620000 -0.500543	-1.221495
4.630000 -0.512758	-1.214253
4.640000 -0.524901	-1.206919
4.650000 -0.536970	-1.199494
4.660000 -0.548965	-1.191979
4.670000 -0.560885	-1.184377
4.680000 -0.572728	-1.176689
4.690000 -0.584495	-1.168917
4.700000 -0.596185	-1.161061
4.710000 -0.607795	-1.153124
4.720000 -0.619326	-1.145107
4.730000 -0.630777	-1.137012
4.740000 -0.642148	-1.128840
4.750000 -0.653436	-1.120593
4.760000 -0.664642	-1.112273
4.770000 -0.675765	-1.103881
4.780000 -0.686803	-1.095418
4.790000 -0.697758	-1.086887
4.800000 -0.708626	-1.078288
4.810000 -0.719409	-1.069623
4.820000 -0.730106	-1.060895
4.830000 -0.740715	-1.052103
4.840000 -0.751236	-1.043251
4.850000 -0.761668	-1.034339
4.860000 -0.772011	-1.025369
4.870000 -0.782265	-1.016343
4.880000 -0.792429	-1.007261
4.890000 -0.802501	-0.998126
4.900000 -0.812482	-0.988939
4.910000 -0.822372	-0.979701
4.920000 -0.832169	-0.970414
4.930000 -0.841873	-0.961079
4.940000 -0.851484	-0.951698
4.950000 -0.861001	-0.942272
4.960000 -0.870423	-0.932803
4.970000 -0.879751	-0.923291
4.980000 -0.888984	-0.913738
4.990000 -0.898122	-0.904147
5.000000 -0.907163	-0.894517
5.010000 -0.916108	-0.884850
5.020000 -0.924957	-0.875148
5.030000 -0.933708	-0.865412
5.040000 -0.942363	-0.855643
5.050000 -0.950919	-0.845842
5.060000 -0.959377	-0.836011
5.070000 -0.967737	-0.826150
5.080000 -0.975999	-0.816262
5.090000 -0.984162	-0.806347
5.100000 -0.992225	-0.796406
5.110000 -1.000189	-0.786441
5.120000 -1.008054	-0.776452
5.130000 -1.015818	-0.766441
5.140000 -1.023482	-0.756409
5.150000 -1.031047	-0.746357
5.160000 -1.038510	-0.736286
5.170000 -1.045873	-0.726197
5.180000 -1.053135	-0.716091
5.190000 -1.060296	-0.705969
5.200000 -1.067356	-0.695832
5.210000 -1.074314	-0.685681
5.220000 -1.081171	-0.675517
5.230000 -1.087926	-0.665341
5.240000 -1.094579	-0.655154
5.250000 -1.101131	-0.644956
5.260000 -1.107580	-0.634749
5.270000 -1.113928	-0.624533
5.280000 -1.120173	-0.614310
5.290000 -1.126316	-0.604080
5.300000 -1.132357	-0.593843
5.310000 -1.138296	-0.583601
5.320000 -1.144132	-0.573355
5.330000 -1.149865	-0.563105
5.340000 -1.155496	-0.552851
5.350000 -1.161025	-0.542596
5.360000 -1.166451	-0.532338
5.370000 -1.171774	-0.522080
5.380000 -1.176995	-0.511821
5.390000 -1.182113	-0.501563
5.400000 -1.187129	-0.491306
5.410000 -1.192042	-0.481050
5.420000 -1.196852	-0.470797
5.430000 -1.201560	-0.460547
5.440000 -1.206166	-0.450299
5.450000 -1.210669	-0.440056
5.460000 -1.215069	-0.429818
5.470000 -1.219367	-0.419584
5.480000 -1.223563	-0.409356
5.490000 -1.227657	-0.399134
5.500000 -1.231648	-0.388919
5.510000 -1.235537	-0.378711
5.520000 -1.239324	-0.368510
5.530000 -1.243010	-0.358317
5.540000 -1.246593	-0.348133
5.550000 -1.250074	-0.337958
5.560000 -1.253454	-0.327792
5.570000 -1.256732	-0.317636
5.580000 -1.259908	-0.307489
5.590000 -1.262983	-0.297354
5.600000 -1.265956	-0.287229
5.610000 -1.268829	-0.277116
5.620000 -1.271600	-0.267014
5.630000 -1.274270	-0.256924
5.640000 -1.276839	-0.246847
5.650000 -1.279308	-0.236782
5.660000 -1.281675	-0.226730
5.670000 -1.283943	-0.216692
5.680000 -1.286110	-0.206667
5.690000 -1.288176	-0.196656
5.700000 -1.290143	-0.186660
5.710000 -1.292009	-0.176678
5.720000 -1.293776	-0.166710
5.730000 -1.295443	-0.156758
5.740000 -1.297011	-0.146821
5.750000 -1.298479	-0.136900
5.760000 -1.299848	-0.126995
5.770000 -1.301118	-0.117106
5.780000 -1.302289	-0.107233
5.790000 -1.303362	-0.097377
5.800000 -1.304335	-0.087538
5.810000 -1.305211	-0.077715
5.820000 -1.305988	-0.067911
5.830000 -1.306667	-0.058123
5.840000 -1.307248	-0.048354
5.850000 -1.307732	-0.038602
5.860000 -1.308118	-0.028869
5.870000 -1.308406	-0.019155
5.880000 -1.308598	-0.009459
5.890000 -1.308693	0.000219
5.900000 -1.308690	0.009877
5.910000 -1.308592	0.019515
5.920000 -1.308396	0.029135
5.930000 -1.308105	0.038734
5.940000 -1.307718	0.048313
5.950000 -1.307235	0.057873
5.960000 -1.306656	0.067412
5.970000 -1.305982	0.076930
5.980000 -1.305212	0.086428
5.990000 -1.304348	0.095904
6.000000 -1.303389	0.105359
6.010000 -1.302336	0.114793
6.020000 -1.301188	0.124206
6.030000 -1.299946	0.133596
6.040000 -1.298610	0.142964
6.050000 -1.297180	0.152310
6.060000 -1.295657	0.161633
6.070000 -1.294041	0.170934
6.080000 -1.292331	0.180212
6.090000 -1.290529	0.189466
6.100000 -1.288634	0.198697
6.110000 -1.286647	0.207904
6.120000 -1.284568	0.217087
6.130000 -1.282398	0.226246
6.140000 -1.280135	0.235381
6.150000 -1.277781	0.244491
6.160000 -1.275336	0.253575
6.170000 -1.272801	0.262635
6.180000 -1.270174	0.271669
6.190000 -1.267458	0.280677
6.200000 -1.264651	0.289659
6.210000 -1.261754	0.298615
6.220000 -1.258768	0.307544
6.230000 -1.255693	0.316446
6.240000 -1.252528	0.325321
6.250000 -1.249275	0.334168
6.260000 -1.245933	0.342987
6.270000 -1.242503	0.351778
6.280000 -1.238986	0.360540
6.290000 -1.235380	0.369274
6.300000 -1.231687	0.377978
6.310000 -1.227908	0.386653
6.320000 -1.224041	0.395297
6.330000 -1.220088	0.403911
6.340000 -1.216049	0.412495
6.350000 -1.211924	0.421047
6.360000 -1.207714	0.429568
6.370000 -1.203418	0.438057
6.380000 -1.199037	0.446514
6.390000 -1.194572	0.454937
6.400000 -1.190023	0.463328
6.410000 -1.185390	0.471685
6.420000 -1.180673	0.480008
6.430000 -1.175873	0.488297
6.440000 -1.170990	0.496551
6.450000 -1.166024	0.504769
6.460000 -1.160977	0.512951
6.470000 -1.155847	0.521097
6.480000 -1.150636	0.529206
6.490000 -1.145344	0.537278
6.500000 -1.139971	0.545312
6.510000 -1.134518	0.553308
6.520000 -1.128985	0.561265
6.530000 -1.123372	0.569182
6.540000 -1.117681	0.577059
6.550000 -1.111910	0.584896
6.560000 -1.106061	0.592692
6.570000 -1.100134	0.600446
6.580000 -1.094130	0.608157
6.590000 -1.088048	0.615826
6.600000 -1.081890	0.623452
6.610000 -1.075655	0.631033
6.620000 -1.069345	0.638570
6.630000 -1.062959	0.646062
6.640000 -1.056499	0.653508
6.650000 -1.049964	0.660907
6.660000 -1.043354	0.668260
6.670000 -1.036672	0.675564
6.680000 -1.029916	0.682820
6.690000 -1.023088	0.690027
6.700000 -1.016188	0.697184
6.710000 -1.009216	0.704291
6.720000 -1.002173	0.711346
6.730000 -0.995060	0.718350
6.740000 -0.987876	0.725301
6.750000 -0.980623	0.732199
6.760000 -0.973301	0.739043
6.770000 -0.965911	0.745833
6.780000 -0.958452	0.752567
6.790000 -0.950927	0.759245
6.800000 -0.943334	0.765866
6.810000 -0.935675	0.772429
6.820000 -0.927951	0.778934
6.830000 -0.920162	0.785380
6.840000 -0.912308	0.791767
6.850000 -0.904390	0.798092
6.860000 -0.896409	0.804357
6.870000 -0.888366	0.810559
6.880000 -0.880260	0.816698
6.890000 -0.872093	0.822774
6.900000 -0.863866	0.828785
6.910000 -0.855578	0.834731
6.920000 -0.847230	0.840611
6.930000 -0.838824	0.846424
6.940000 -0.830360	0.852170
6.950000 -0.821838	0.857847
6.960000 -0.813260	0.863456
6.970000 -0.804625	0.868994
6.980000 -0.795935	0.874462
6.990000 -0.787191	0.879858
7.000000 -0.778392	0.885182
7.010000 -0.769540	0.890433
7.020000 -0.760636	0.895610
7.030000 -0.751680	0.900713
7.040000 -0.742673	0.905740
7.050000 -0.733615	0.910691
7.060000 -0.724509	0.915565
7.070000 -0.715353	0.920362
7.080000 -0.706149	0.925080
7.090000 -0.696898	0.929719
7.100000 -0.687601	0.934278
7.110000 -0.678258	0.938756
7.120000 -0.668871	0.943153
7.130000 -0.659439	0.947468
7.140000 -0.649965	0.951700
7.150000 -0.640448	0.955848
7.160000 -0.630889	0.959912
7.170000 -0.621290	0.963890
7.180000 -0.611651	0.967784
7.190000 -0.601973	0.971590
7.200000 -0.592257	0.975310
7.210000 -0.582504	0.978941
7.220000 -0.572715	0.982485
7.230000 -0.562890	0.985939
7.240000 -0.553031	0.989303
7.250000 -0.543138	0.992577
7.260000 -0.533212	0.995761
7.270000 -0.523254	0.998852
7.280000 -0.513266	1.001851
7.290000 -0.503247	1.004758
7.300000 -0.493200	1.007571
7.310000 -0.483124	1.010290
7.320000 -0.473021	1.012915
7.330000 -0.462892	1.015445
7.340000 -0.452737	1.017880
7.350000 -0.442559	1.020218
7.360000 -0.432356	1.022460
7.370000 -0.422132	1.024606
7.380000 -0.411886	1.026653
7.390000 -0.401619	1.028604
7.400000 -0.391333	1.030455
7.410000 -0.381029	1.032209
7.420000 -0.370707	1.033863
7.430000 -0.360368	1.035418
7.440000 -0.350014	1.036873
7.450000 -0.339645	1.038229
7.460000 -0.329263	1.039484
7.470000 -0.318868	1.040638
7.480000 -0.308462	1.041692
7.490000 -0.298045	1.042644
7.500000 -0.287618	1.043496
7.510000 -0.277183	1.044245
7.520000 -0.266741	1.044893
7.530000 -0.256292	1.045440
7.540000 -0.245837	1.045884
7.550000 -0.235379	1.046226
7.560000 -0.224916	1.046465
7.570000 -0.214452	1.046602
7.580000 -0.203986	1.046637
7.590000 -0.193519	1.046570
7.600000 -0.183054	1.046400
7.610000 -0.172590	1.046127
7.620000 -0.162128	1.045752
7.630000 -0.151671	1.045275
7.640000 -0.141218	1.044696
7.650000 -0.130771	1.044014
7.660000 -0.120331	1.043230
7.670000 -0.109899	1.042344
7.680000 -0.099475	1.041356
7.690000 -0.089062	1.040266
7.700000 -0.078659	1.039075
7.710000 -0.068268	1.037783
7.720000 -0.057890	1.036389
7.730000 -0.047527	1.034895
7.740000 -0.037178	1.033300
7.750000 -0.026845	1.031605
7.760000 -0.016529	1.029811
7.770000 -0.006230	1.027916
7.780000 0.004049	1.025923
7.790000 0.014308	1.023830
7.800000 0.024546	1.021640
7.810000 0.034763	1.019351
7.820000 0.044956	1.016965
7.830000 0.055126	1.014481
7.840000 0.065271	1.011901
7.850000 0.075390	1.009225
7.860000 0.085482	1.006454
7.870000 0.095546	1.003587
7.880000 0.105582	1.000626
7.890000 0.115589	0.997571
7.900000 0.125564	0.994422
7.910000 0.135508	0.991181
7.920000 0.145420	0.987848
7.930000 0.155299	0.984423
7.940000 0.165143	0.980907
7.950000 0.174952	0.977302
7.960000 0.184725	0.973606
7.970000 0.194461	0.969822
7.980000 0.204159	0.965950
7.990000 0.213819	0.961991
8.000000 0.223439	0.957945
8.010000 0.233018	0.953813
8.020000 0.242556	0.949597
8.030000 0.252052	0.945296
8.040000 0.261505	0.940911
8.050000 0.270914	0.936444
8.060000 0.280279	0.931895
8.070000 0.289598	0.927265
8.080000 0.298870	0.922555
8.090000 0.308096	0.917765
8.100000 0.317274	0.912897
8.110000 0.326403	0.907952
8.120000 0.335482	0.902929
8.130000 0.344511	0.897831
8.140000 0.353490	0.892658
8.150000 0.362416	0.887411
8.160000 0.371290	0.882091
8.170000 0.380111	0.876699
8.180000 0.388878	0.871235
8.190000 0.397591	0.865701
8.200000 0.406248	0.860098
8.210000 0.414849	0.854426
8.220000 0.423393	0.848686
8.230000 0.431880	0.842880
8.240000 0.440309	0.837009
8.250000 0.448679	0.831073
8.260000 0.456989	0.825073
8.270000 0.465240	0.819010
8.280000 0.473430	0.812886
8.290000 0.481559	0.806701
8.300000 0.489626	0.800456
8.310000 0.497631	0.794152
8.320000 0.505572	0.787790
8.330000 0.513450	0.781371
8.340000 0.521264	0.774897
8.350000 0.529013	0.768367
8.360000 0.536696	0.761784
8.370000 0.544314	0.755147
8.380000 0.551866	0.748458
8.390000 0.559350	0.741719
8.400000 0.566767	0.734929
8.410000 0.574117	0.728090
8.420000 0.581398	0.721203
8.430000 0.588610	0.714269
8.440000 0.595752	0.707288
8.450000 0.602825	0.700262
8.460000 0.609828	0.693192
8.470000 0.616760	0.686078
8.480000 0.623621	0.678922
8.490000 0.630410	0.671724
8.500000 0.637127	0.664486
8.510000 0.643772	0.657208
8.520000 0.650344	0.649892
8.530000 0.656843	0.642537
8.540000 0.663268	0.635146
8.550000 0.669620	0.627719
8.560000 0.675897	0.620257
8.570000 0.682099	0.612760
8.580000 0.688227	0.605230
8.590000 0.694279	0.597668
8.600000 0.700256	0.590075
8.610000 0.706157	0.582450
8.620000 0.711981	0.574796
8.630000 0.717729	0.567113
8.640000 0.723400	0.559402
8.650000 0.728994	0.551664
8.660000 0.734511	0.543900
8.670000 0.739950	0.536110
8.680000 0.745311	0.528295
8.690000 0.750594	0.520456
8.700000 0.755799	0.512595
8.710000 0.760925	0.504711
8.720000 0.765972	0.496805
8.730000 0.770940	0.488879
8.740000 0.775829	0.480933
8.750000 0.780638	0.472969
8.760000 0.785368	0.464985
8.770000 0.790017	0.456984
8.780000 0.794587	0.448967
8.790000 0.799077	0.440933
8.800000 0.803486	0.432884
8.810000 0.807815	0.424821
8.820000 0.812063	0.416743
