0.000000 1.000000     2.000000     3.000000
0.010000 1.100000     2.230000     2.940200
0.010000 1.100000     2.230000     2.940200
0.020000 1.213000     2.483358     2.886521
0.020000 1.213000     2.483358     2.886521
0.030000 1.340036     2.763151     2.839862
0.030000 1.340036     2.763151     2.839862
0.040000 1.482347     3.072674     2.801349
0.040000 1.482347     3.072674     2.801349
0.050000 1.641380     3.415479     2.772381
0.050000 1.641380     3.415479     2.772381
0.060000 1.818790     3.795405     2.754697
0.060000 1.818790     3.795405     2.754697
0.070000 2.016451     4.216610     2.750452
0.070000 2.016451     4.216610     2.750452
0.080000 2.236467     4.683589     2.762316
0.080000 2.236467     4.683589     2.762316
0.090000 2.481179     5.201185     2.793585
0.090000 2.481179     5.201185     2.793585
0.100000 2.753180     5.774590     2.848327
0.100000 2.753180     5.774590     2.848327
0.110000 3.055321     6.409315     2.931546
0.110000 3.055321     6.409315     2.931546
0.120000 3.390720     7.111144     3.049392
0.120000 3.390720     7.111144     3.049392
0.130000 3.762763     7.886037     3.209397
0.130000 3.762763     7.886037     3.209397
0.140000 4.175090     8.739989     3.420760
0.140000 4.175090     8.739989     3.420760
0.150000 4.631580     9.678794     3.694670
0.150000 4.631580     9.678794     3.694670
0.160000 5.136301     10.707727     4.044673
0.160000 5.136301     10.707727     4.044673
0.170000 5.693444     11.831068     4.487066
0.170000 5.693444     11.831068     4.487066
0.180000 6.307206     13.051453     5.041305
0.180000 6.307206     13.051453     5.041305
0.190000 6.981631     14.368990     5.730389
0.190000 6.981631     14.368990     5.730389
0.200000 7.720367     15.780082     6.581150
0.200000 7.720367     15.780082     6.581150
0.210000 8.526338     17.275895     7.624372
0.210000 8.526338     17.275895     7.624372
0.220000 9.401294     18.840432     8.894565
0.220000 9.401294     18.840432     8.894565
0.230000 10.345208     20.448185     10.429214
0.230000 10.345208     20.448185     10.429214
0.240000 11.355506     22.061438     12.267204
0.240000 11.355506     22.061438     12.267204
0.250000 12.426099     23.627362     14.446084
0.250000 12.426099     23.627362     14.446084
0.260000 13.546225     25.075311     16.997778
0.260000 13.546225     25.075311     16.997778
0.270000 14.699134     26.314944     19.942395
0.270000 14.699134     26.314944     19.942395
0.280000 15.860715     27.236193     23.279996
0.280000 15.860715     27.236193     23.279996
0.290000 16.998263     27.712457     26.980603
0.290000 16.998263     27.712457     26.980603
0.300000 18.069682     27.608612     30.973555
0.300000 18.069682     27.608612     30.973555
0.310000 19.023575     26.795214     35.138447
0.310000 19.023575     26.795214     35.138447
0.320000 19.800739     25.169274     39.301172
0.320000 19.800739     25.169274     39.301172
0.330000 20.337593     22.679866     43.239463
0.330000 20.337593     22.679866     43.239463
0.340000 20.571820     19.353727     46.701832
0.340000 20.571820     19.353727     46.701832
0.350000 20.450011     15.312883     49.440978
0.350000 20.450011     15.312883     49.440978
0.360000 19.936298     10.775072     51.257334
0.360000 19.936298     10.775072     51.257334
0.370000 19.020175     6.030670     52.042039
0.370000 19.020175     6.030670     52.042039
0.380000 17.721225     1.397525     51.804765
0.380000 17.721225     1.397525     51.804765
0.390000 16.088855     -2.834946     50.674416
0.390000 16.088855     -2.834946     50.674416
0.400000 14.196475     -6.454650     48.870367
0.400000 14.196475     -6.454650     48.870367
0.410000 12.131362     -9.352960     46.654082
0.410000 12.131362     -9.352960     46.654082
0.420000 9.982930     -11.522425     44.278442
0.420000 9.982930     -11.522425     44.278442
0.430000 7.832394     -13.032266     41.950360
0.430000 7.832394     -13.032266     41.950360
0.440000 5.745928     -13.994591     39.813742
0.440000 5.745928     -13.994591     39.813742
0.450000 3.771876     -14.533454     37.950577
0.450000 3.771876     -14.533454     37.950577
0.460000 1.941343     -14.763443     36.392908
0.460000 1.941343     -14.763443     36.392908
0.470000 0.270865     -14.778744     35.138247
0.470000 0.270865     -14.778744     35.138247
0.480000 -1.234096     -14.650291     34.163540
0.480000 -1.234096     -14.650291     34.163540
0.490000 -2.575716     -14.427724     33.435588
0.490000 -2.575716     -14.427724     33.435588
0.500000 -3.760916     -14.143442     32.917819
0.500000 -3.760916     -14.143442     32.917819
0.510000 -4.799169     -13.817052     32.574128
0.510000 -4.799169     -13.817052     32.574128
0.520000 -5.700957     -13.459362     32.370760
0.520000 -5.700957     -13.459362     32.370760
0.530000 -6.476798     -13.075593     32.277010
0.530000 -6.476798     -13.075593     32.277010
0.540000 -7.136677     -12.667824     32.265321
0.540000 -7.136677     -12.667824     32.265321
0.550000 -7.689792     -12.236743     32.311125
0.550000 -7.689792     -12.236743     32.311125
0.560000 -8.144487     -11.782859     32.392629
0.560000 -8.144487     -11.782859     32.392629
0.570000 -8.508324     -11.307274     32.490639
0.570000 -8.508324     -11.307274     32.490639
0.580000 -8.788219     -10.812123     32.588447
0.580000 -8.788219     -10.812123     32.588447
0.590000 -8.990609     -10.300759     32.671788
0.590000 -8.990609     -10.300759     32.671788
0.600000 -9.121624     -9.777729     32.728819
0.600000 -9.121624     -9.777729     32.728819
0.610000 -9.187235     -9.248606     32.750120
0.610000 -9.187235     -9.248606     32.750120
0.620000 -9.193372     -8.719716     32.728658
0.620000 -9.193372     -8.719716     32.728658
0.630000 -9.146006     -8.197795     32.659712
0.630000 -9.146006     -8.197795     32.659712
0.640000 -9.051185     -7.689640     32.540734
0.640000 -9.051185     -7.689640     32.540734
0.650000 -8.915031     -7.201753     32.371154
0.650000 -8.915031     -7.201753     32.371154
0.660000 -8.743703     -6.740046     32.152120
0.660000 -8.743703     -6.740046     32.152120
0.670000 -8.543337     -6.309596     31.886203
0.670000 -8.543337     -6.309596     31.886203
0.680000 -8.319963     -5.914489     31.577080
0.680000 -8.319963     -5.914489     31.577080
0.690000 -8.079416     -5.557732     31.229213
0.690000 -8.079416     -5.557732     31.229213
0.700000 -7.827247     -5.241253     30.847549
0.700000 -7.827247     -5.241253     30.847549
0.710000 -7.568648     -4.965956     30.437250
0.710000 -7.568648     -4.965956     30.437250
0.720000 -7.308379     -4.731830     30.003475
0.720000 -7.308379     -4.731830     30.003475
0.730000 -7.050724     -4.538090     29.551202
0.730000 -7.050724     -4.538090     29.551202
0.740000 -6.799461     -4.383338     29.085108
0.740000 -6.799461     -4.383338     29.085108
0.750000 -6.557848     -4.265723     28.609488
0.750000 -6.557848     -4.265723     28.609488
0.760000 -6.328636     -4.183097     28.128215
0.760000 -6.328636     -4.183097     28.128215
